Selection	View	Channel	Begin File	End File	Begin Time (s)	End Time (s)	Beg File Samp (samples)	End File Samp (samples)	Begin Date Time	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Possibly	Possible	From	Tags
4247	Spectrogram 1	1	200_2014-10-22_04-00-00.wav	200_2014-10-22_04-00-00.wav	593959.148003484	593960.160003484	275329	276341	2014/10/22  4:04:35.148	1.012	25.1	38.9	0.6	25.4	36.1		fm		Unidentified.calls
4248	Spectrogram 1	1	200_2014-10-22_04-00-00.wav	200_2014-10-22_04-00-00.wav	593994.11700512	593995.40500512	310298	311586	2014/10/22  4:05:10.117	1.288	37.8	64.8	0.8	41.0	63.5		fm		Unidentified.calls
4249	Spectrogram 1	1	200_2014-10-22_04-00-00.wav	200_2014-10-22_04-00-00.wav	594507.890007968	594508.995007968	824071	825176	2014/10/22  4:13:44.890	1.105	79.1	107.7	0.9	82.0	105.5		fm		Unidentified.calls
4250	Spectrogram 1	1	200_2014-10-22_04-00-00.wav	200_2014-10-22_04-00-00.wav	594941.834998826	594943.122998826	1258016	1259304	2014/10/22  4:20:58.835	1.288	34.0	60.2	1.1	34.2	58.6		fm		Unidentified.calls
4251	Spectrogram 1	1	200_2014-10-22_04-00-00.wav	200_2014-10-22_04-00-00.wav	594976.608004744	594977.528004744	1292789	1293709	2014/10/22  4:21:32.608	0.92	19.7	37.8	0.6	21.5	34.2		fm		Unidentified.calls
4252	Spectrogram 1	1	200_2014-10-22_04-00-00.wav	200_2014-10-22_04-00-00.wav	595508.970003525	595510.718003525	1825151	1826899	2014/10/22  4:30:25.970	1.748	86.9	105.6	1.4	87.9	104.5		fm		Unidentified.calls
4253	Spectrogram 1	1	200_2014-10-22_04-00-00.wav	200_2014-10-22_04-00-00.wav	595509.522002141	595511.270002141	1825703	1827451	2014/10/22  4:30:25.522	1.748	42.4	62.1	1.4	43.0	58.6		fm		Unidentified.calls
4254	Spectrogram 1	1	200_2014-10-22_04-00-00.wav	200_2014-10-22_04-00-00.wav	595590.191007356	595591.203007356	1906372	1907384	2014/10/22  4:31:46.191	1.012	22.1	38.1	0.9	23.4	35.2		fm		Unidentified.calls
4255	Spectrogram 1	1	200_2014-10-22_04-00-00.wav	200_2014-10-22_04-00-00.wav	595671.50400425	595673.25300425	1987685	1989434	2014/10/22  4:33:07.504	1.749	72.9	103.1	1.2	74.2	100.6		fm		Unidentified.calls
4256	Spectrogram 1	1	200_2014-10-22_04-00-00.wav	200_2014-10-22_04-00-00.wav	596133.596005986	596135.068005986	2449777	2451249	2014/10/22  4:40:49.596	1.472	96.4	111.2	1.1	97.7	110.4		fm		Unidentified.calls
4257	Spectrogram 1	1	200_2014-10-22_04-00-00.wav	200_2014-10-22_04-00-00.wav	596162.491001139	596163.779001139	2478672	2479960	2014/10/22  4:41:18.491	1.288	74.0	108.0	0.8	75.2	104.5		fm		Unidentified.calls
4258	Spectrogram 1	1	200_2014-10-22_04-00-00.wav	200_2014-10-22_04-00-00.wav	596305.517000655	596307.633000655	2621698	2623814	2014/10/22  4:43:41.517	2.116	44.5	74.5	1.7	44.9	69.3		fm		Unidentified.calls
4259	Spectrogram 1	1	200_2014-10-22_04-00-00.wav	200_2014-10-22_04-00-00.wav	596759.141999433	596760.890999433	3075323	3077072	2014/10/22  4:51:15.142	1.749	14.0	41.8	1.2	15.6	38.1		fm		Unidentified.calls
4260	Spectrogram 1	1	200_2014-10-22_04-00-00.wav	200_2014-10-22_04-00-00.wav	596777.915001611	596779.479001611	3094096	3095660	2014/10/22  4:51:34.915	1.564	46.7	62.1	1.2	46.9	60.5		fm		Unidentified.calls
4261	Spectrogram 1	1	200_2014-10-22_04-00-00.wav	200_2014-10-22_04-00-00.wav	596918.21500505	596919.87100505	3234396	3236052	2014/10/22  4:53:54.215	1.656	26.5	66.1	0.9	28.3	59.6		fm		Unidentified.calls
4262	Spectrogram 1	1	200_2014-10-22_04-00-00.wav	200_2014-10-22_04-00-00.wav	597074.584001998	597097.866001998	3390765	3414047	2014/10/22  4:56:30.584	23.282	110.2	119.3	20.3	110.4	119.1		Minke like		Unidentified.calls
4263	Spectrogram 1	1	200_2014-10-22_04-00-00.wav	200_2014-10-22_04-00-00.wav	597159.486005778	597160.130005778	3475667	3476311	2014/10/22  4:57:55.486	0.644	72.6	99.4	0.5	74.2	97.7		fm		Unidentified.calls
4264	Spectrogram 1	1	200_2014-10-24_05-00-00.wav	200_2014-10-24_05-00-00.wav	597322.238993703	597323.435993703	37841	39038	2014/10/24  5:00:37.239	1.197	61.9	92.1	1.1	63.5	86.9	fm			Unidentified.calls
4265	Spectrogram 1	1	200_2014-10-24_05-00-00.wav	200_2014-10-24_05-00-00.wav	597446.944996028	597492.127996028	162547	207730	2014/10/24  5:02:42.945	45.183	98.8	116.1	38.8	99.6	115.2	Minke type			Unidentified.calls
4266	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	600930.309998617	600933.806998617	45354	48851	2014/10/25  20:00:45.310	3.497	43.2	70.5	3.1	44.9	68.4		fm		Unidentified.calls
4267	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	601015.119999275	601016.315999275	130164	131360	2014/10/25  20:02:10.120	1.196	52.6	73.2	1.1	53.7	70.3		fm		Unidentified.calls
4268	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	601021.285998822	601023.309998822	136330	138354	2014/10/25  20:02:16.286	2.024	59.1	72.9	1.7	59.6	71.3		fm		Unidentified.calls
4269	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	601275.19899495	601276.11899495	390243	391163	2014/10/25  20:06:30.199	0.92	26.5	62.9	0.8	28.3	59.6		fm		Unidentified.calls
4270	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	601324.879001081	601325.984001081	439923	441028	2014/10/25  20:07:19.879	1.105	12.4	30.0	0.8	13.7	27.3		fm		Unidentified.calls
4271	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	601470.12600042	601471.13800042	585170	586182	2014/10/25  20:09:45.126	1.012	80.2	101.5	0.9	82.0	99.6		fm		Unidentified.calls
4272	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	601526.167991758	601527.271991758	641212	642316	2014/10/25  20:10:41.168	1.104	15.9	26.5	0.5	16.6	23.4		fm		Unidentified.calls
4273	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	602531.708997116	602532.444997116	1646753	1647489	2014/10/25  20:27:26.709	0.736	65.1	89.6	0.6	65.4	86.9		fm		Unidentified.calls
4274	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	602534.481995553	602535.493995553	1649526	1650538	2014/10/25  20:27:29.482	1.012	64.5	95.3	0.8	65.4	89.8		fm		Unidentified.calls
4275	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	602535.401996598	602536.782996598	1650446	1651827	2014/10/25  20:27:30.402	1.381	64.8	72.9	1.2	65.4	71.3		fm		Unidentified.calls
4276	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	602552.241997794	602553.346997794	1667286	1668391	2014/10/25  20:27:47.242	1.105	81.0	108.0	0.9	83.0	105.5		fm		Unidentified.calls
4277	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	602575.431994722	602576.628994722	1690476	1691673	2014/10/25  20:28:10.432	1.197	25.1	33.7	0.6	25.4	31.2		fm		Unidentified.calls
4278	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	602588.131000475	602589.788000475	1703175	1704832	2014/10/25  20:28:23.131	1.657	72.9	118.8	0.9	77.1	114.3		fm		Unidentified.calls
4279	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	602633.727997169	602634.555997169	1748772	1749600	2014/10/25  20:29:08.728	0.828	94.2	115.3	0.8	96.7	114.3		fm		Unidentified.calls
4280	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	602744.500993193	602745.604993193	1859545	1860649	2014/10/25  20:30:59.501	1.104	67.0	111.0	0.8	71.3	107.4		fm		Unidentified.calls
4281	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	602749.193997309	602750.481997309	1864238	1865526	2014/10/25  20:31:04.194	1.288	60.5	101.0	1.1	61.5	96.7		fm		Unidentified.calls
4282	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	602795.83699517	602797.40099517	1910881	1912445	2014/10/25  20:31:50.837	1.564	50.2	71.5	1.2	51.8	68.4		fm		Unidentified.calls
4283	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	602813.51799965	602815.08199965	1928562	1930126	2014/10/25  20:32:08.518	1.564	71.8	118.8	1.1	75.2	111.3		fm		Unidentified.calls
4284	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	602827.044993267	602828.056993267	1942089	1943101	2014/10/25  20:32:22.045	1.012	42.4	84.0	0.8	43.9	79.1		fm		Unidentified.calls
4285	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	602846.150995046	602847.438995046	1961195	1962483	2014/10/25  20:32:41.151	1.288	54.8	104.5	0.8	58.6	98.6		fm		Unidentified.calls
4286	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	602894.818997011	602896.382997011	2009863	2011427	2014/10/25  20:33:29.819	1.564	63.4	122.3	1.2	67.4	115.2		fm		Unidentified.calls
4287	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	602898.419993371	602899.339993371	2013464	2014384	2014/10/25  20:33:33.420	0.92	66.4	99.3	0.8	68.4	95.7		fm		Unidentified.calls
4288	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	602917.376991734	602920.689991734	2032421	2035734	2014/10/25  20:33:52.377	3.313	42.6	65.6	2.9	43.0	60.5		fm		Unidentified.calls
4289	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	602945.799991861	602946.719991861	2060844	2061764	2014/10/25  20:34:20.800	0.92	57.5	109.0	0.8	58.6	100.6		fm		Unidentified.calls
4290	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	602973.291997239	602975.131997239	2088336	2090176	2014/10/25  20:34:48.292	1.84	71.0	125.5	1.5	73.2	120.1		fm		Unidentified.calls
4291	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	603017.370997742	603018.750997742	2132415	2133795	2014/10/25  20:35:32.371	1.38	56.9	108.2	1.1	61.5	103.5		fm		Unidentified.calls
4292	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	603019.48699914	603020.86799914	2134531	2135912	2014/10/25  20:35:34.487	1.381	97.7	127.4	0.8	100.6	125.0		fm		Unidentified.calls
4293	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	603064.543996752	603065.923996752	2179588	2180968	2014/10/25  20:36:19.544	1.38	68.0	109.0	1.1	71.3	105.5		fm		Unidentified.calls
4294	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	603122.690000013	603124.806000013	2237734	2239850	2014/10/25  20:37:17.690	2.116	65.9	129.8	1.5	70.3	122.1		fm		Unidentified.calls
4295	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	603194.444992021	603196.561992021	2309489	2311606	2014/10/25  20:38:29.445	2.117	67.5	119.8	1.2	71.3	115.2		fm		Unidentified.calls
4296	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	603236.499994249	603237.879994249	2351544	2352924	2014/10/25  20:39:11.500	1.38	83.7	121.2	1.1	86.9	119.1		fm		Unidentified.calls
4297	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	603282.29200095	603284.40800095	2397336	2399452	2014/10/25  20:39:57.292	2.116	42.4	69.1	1.7	43.9	65.4		fm		Unidentified.calls
4298	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	603368.977992237	603370.725992237	2484022	2485770	2014/10/25  20:41:24.978	1.748	66.1	122.3	1.2	67.4	115.2		fm		Unidentified.calls
4299	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	603450.566998497	603452.406998497	2565611	2567451	2014/10/25  20:42:45.567	1.84	71.8	102.3	1.2	74.2	99.6		fm		Unidentified.calls
4300	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	603517.604997382	603519.444997382	2632649	2634489	2014/10/25  20:43:52.605	1.84	48.6	65.9	1.5	48.8	64.5		fm		Unidentified.calls
4301	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	603656.892000884	603658.917000884	2771936	2773961	2014/10/25  20:46:11.892	2.025	75.0	127.7	1.5	78.1	123.0		fm		Unidentified.calls
4302	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	603682.842996717	603684.590996717	2797887	2799635	2014/10/25  20:46:37.843	1.748	24.3	42.1	1.5	24.4	39.1		fm		Unidentified.calls
4303	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	603704.538000748	603706.010000748	2819582	2821054	2014/10/25  20:46:59.538	1.472	48.6	90.2	1.1	48.8	85.0		fm		Unidentified.calls
4304	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	603720.812997967	603722.193997968	2835857	2837238	2014/10/25  20:47:15.813	1.381	51.8	71.0	1.2	53.7	68.4		fm		Unidentified.calls
4305	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	603741.255001352	603743.831001352	2856299	2858875	2014/10/25  20:47:36.255	2.576	56.2	81.3	2.3	57.6	79.1		fm		Unidentified.calls
4306	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	603773.911000044	603775.475000044	2888955	2890519	2014/10/25  20:48:08.911	1.564	79.4	98.0	1.4	80.1	96.7		fm		Unidentified.calls
4307	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	603851.002997905	603853.579997906	2966047	2968624	2014/10/25  20:49:26.003	2.577	31.9	57.8	2.2	32.2	55.7		fm		Unidentified.calls
4308	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	603864.253992215	603865.358992215	2979298	2980403	2014/10/25  20:49:39.254	1.105	65.9	87.5	0.9	66.4	85.9		fm		Unidentified.calls
4309	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	603866.634999216	603868.382999216	2981679	2983427	2014/10/25  20:49:41.635	1.748	86.1	108.3	1.4	86.9	104.5		fm		Unidentified.calls
4310	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	603874.468994141	603876.308994141	2989513	2991353	2014/10/25  20:49:49.469	1.84	34.3	51.8	1.7	36.1	50.8		fm		Unidentified.calls
4311	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	603935.996994749	603937.469994749	3051041	3052514	2014/10/25  20:50:51.997	1.473	80.7	100.7	1.2	82.0	99.6		fm		Unidentified.calls
4312	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	603953.114001081	603955.966001081	3068158	3071010	2014/10/25  20:51:08.114	2.852	62.1	88.8	2.5	63.5	84.0		fm		Unidentified.calls
4313	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	603967.008997128	603969.401997128	3082053	3084446	2014/10/25  20:51:22.009	2.393	36.4	52.6	2.0	37.1	49.8		fm		Unidentified.calls
4314	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	604026.719998941	604028.191998941	3141764	3143236	2014/10/25  20:52:21.720	1.472	69.1	115.6	1.2	71.3	113.3		fm		Unidentified.calls
4315	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	604246.917999909	604247.653999909	3361962	3362698	2014/10/25  20:56:01.918	0.736	74.0	120.1	0.6	75.2	116.2		fm		Unidentified.calls
4316	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	604347.051001341	604348.155001341	3462095	3463199	2014/10/25  20:57:42.051	1.104	64.8	79.9	0.8	65.4	78.1		fm		Unidentified.calls
4317	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	604348.694997654	604350.627997654	3463739	3465672	2014/10/25  20:57:43.695	1.933	22.1	61.3	1.8	23.4	57.6		fm		Unidentified.calls
4318	Spectrogram 1	1	200_2014-10-25_20-00-00.wav	200_2014-10-25_20-00-00.wav	604405.358993263	604406.830993262	3520403	3521875	2014/10/25  20:58:40.359	1.472	56.2	76.1	1.2	57.6	72.3		fm		Unidentified.calls
4319	Spectrogram 1	1	200_2014-10-27_21-00-00.wav	200_2014-10-27_21-00-00.wav	604541.931002696	604564.476002696	56396	78941	2014/10/27  21:00:56.931	22.545	99.1	115.4	19.6	100.6	115.2	Minke type			Unidentified.calls
4320	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	608802.677001276	608804.885001276	716563	718771	2014/10/29  12:11:56.677	2.208	16.2	28.3	1.7	17.6	27.3		fm		Unidentified.calls
4321	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	608874.363003515	608875.927003515	788249	789813	2014/10/29  12:13:08.363	1.564	22.1	36.4	1.2	22.5	35.2		fm		Unidentified.calls
4322	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	608904.418996193	608905.983996193	818305	819870	2014/10/29  12:13:38.419	1.565	39.1	59.9	1.4	40.0	57.6		fm		Unidentified.calls
4323	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	609007.450000413	609009.106000413	921336	922992	2014/10/29  12:15:21.450	1.656	34.0	61.6	1.4	35.2	57.6		fm		Unidentified.calls
4324	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	609078.584004038	609079.688004038	992470	993574	2014/10/29  12:16:32.584	1.104	53.2	66.1	0.9	53.7	63.5		fm		Unidentified.calls
4325	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	609081.712995314	609083.828995314	995599	997715	2014/10/29  12:16:35.713	2.116	50.8	61.8	1.4	52.7	60.5		fm		Unidentified.calls
4326	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	609132.209995606	609134.326995606	1046096	1048213	2014/10/29  12:17:26.210	2.117	79.4	94.0	2.0	82.0	93.8		fm		Unidentified.calls
4327	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	609133.222995543	609134.878995543	1047109	1048765	2014/10/29  12:17:27.223	1.656	57.2	72.4	1.4	57.6	71.3		fm		Unidentified.calls
4328	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	609135.326997407	609137.166997407	1049213	1051053	2014/10/29  12:17:29.327	1.84	100.4	118.8	1.4	100.6	117.2		fm		Unidentified.calls
4329	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	609137.904000127	609139.928000127	1051790	1053814	2014/10/29  12:17:31.904	2.024	54.3	67.5	1.8	54.7	66.4		fm		Unidentified.calls
4330	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	609186.676004746	609188.148004746	1100562	1102034	2014/10/29  12:18:20.676	1.472	99.4	121.8	1.1	99.6	120.1		fm		Unidentified.calls
4331	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	609294.400003024	609295.228003024	1208286	1209114	2014/10/29  12:20:08.400	0.828	24.8	41.0	0.8	25.4	39.1		fm		Unidentified.calls
4332	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	609775.963997313	609777.712997313	1689850	1691599	2014/10/29  12:28:09.964	1.749	37.5	57.8	1.5	40.0	56.6		fm		Unidentified.calls
4333	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	609822.032999092	609824.516999092	1735919	1738403	2014/10/29  12:28:55.033	2.484	29.2	46.7	2.0	29.3	43.0		fm		Unidentified.calls
4334	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	609835.467999645	609837.215999645	1749354	1751102	2014/10/29  12:29:09.468	1.748	10.0	54.8	0.6	13.7	38.1		fm		Unidentified.calls
4335	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	609885.89699588	609887.27699588	1799783	1801163	2014/10/29  12:29:59.897	1.38	80.5	101.0	1.2	83.0	98.6		fm		Unidentified.calls
4336	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	609911.903996237	609914.204996237	1825790	1828091	2014/10/29  12:30:25.904	2.301	37.8	59.7	1.8	38.1	57.6		fm		Unidentified.calls
4337	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	610232.498998412	610234.339998412	2146385	2148226	2014/10/29  12:35:46.499	1.841	67.2	86.7	1.5	68.4	85.0		fm		Unidentified.calls
4338	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	610246.395000287	610248.511000287	2160281	2162397	2014/10/29  12:36:00.395	2.116	47.2	66.7	1.7	47.9	65.4		fm		Unidentified.calls
4339	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	610375.00800214	610377.67700214	2288894	2291563	2014/10/29  12:38:08.008	2.669	48.1	67.2	2.3	48.8	65.4		fm		Unidentified.calls
4340	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	610405.559003197	610406.848003197	2319445	2320734	2014/10/29  12:38:39.559	1.289	61.6	74.5	1.1	62.5	71.3		fm		Unidentified.calls
4341	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	610435.098995858	610437.306995858	2348985	2351193	2014/10/29  12:39:08.099	2.208	38.6	69.9	1.8	41.0	67.4		fm		Unidentified.calls
4342	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	610506.382002898	610508.866002898	2420268	2422752	2014/10/29  12:40:20.382	2.484	79.4	97.7	2.2	80.1	96.7		fm		Unidentified.calls
4343	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	610563.768998005	610592.111998005	2477655	2505998	2014/10/29  12:41:17.769	28.343	101.2	118.5	26.0	102.5	117.2		Minke like		Unidentified.calls
4344	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	610663.947000199	610665.051000199	2577833	2578937	2014/10/29  12:42:57.947	1.104	26.7	60.2	0.9	27.3	57.6		fm		Unidentified.calls
4345	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	610693.854995289	610694.866995289	2607741	2608753	2014/10/29  12:43:27.855	1.012	14.3	54.5	0.8	16.6	48.8		fm		Unidentified.calls
4346	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	610762.964004867	610763.976004867	2676850	2677862	2014/10/29  12:44:36.964	1.012	11.1	30.2	0.8	12.7	27.3		fm		Unidentified.calls
4347	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	610784.094004922	610787.039004922	2697980	2700925	2014/10/29  12:44:57.094	2.945	83.2	95.3	2.5	85.0	94.7		n		Unidentified.calls
4348	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	610807.65200428	610810.13700428	2721538	2724023	2014/10/29  12:45:21.652	2.485	35.4	82.3	2.2	36.1	75.2		fm		Unidentified.calls
4349	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	610822.560000264	610824.952000264	2736446	2738838	2014/10/29  12:45:36.560	2.392	87.7	96.1	1.7	88.9	95.7		n		Unidentified.calls
4350	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	610838.6639966	610839.6759966	2752550	2753562	2014/10/29  12:45:52.664	1.012	45.4	75.9	0.9	46.9	72.3		fm		Unidentified.calls
4351	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	610862.589998388	610864.245998387	2776476	2778132	2014/10/29  12:46:16.590	1.656	52.1	71.5	1.5	53.7	69.3		fm		Unidentified.calls
4352	Spectrogram 1	1	200_2014-10-29_12-00-00.wav	200_2014-10-29_12-00-00.wav	610871.332004883	610872.436004883	2785218	2786322	2014/10/29  12:46:25.332	1.104	82.9	110.7	0.9	84.0	109.4		fm		Unidentified.calls
